Név,Útszakasz
Kőtő utca,1
Kotsis Margit utca,1
Köttön utca,1
Kottra Mihály köz,1
Kotyháza puszta,2
Kotyházi út,1
Kótyisi út,2
Kotyogó dűlő,1
Kotz köz,1
Kő utca,9
Kouvola utca,1
Kovachich köz,1
Kovács Aladár utca,1
Kovács Albert utca,1
Kovácsárok,1
Kovácsárok köz,1
Kovács Béla utca,2
Kovácsbokor,3
Kovácsdomb,1
Kovácsdűlő,1
Kovács dűlő,1
Kovács Géza tér,2
Kovács Gyula utca,2
Kovács-Hagyó Gyula út,3
Kovácsházi út,3
Kovácshegy,1
Kovácshegy köz,1
Kovácsi Kálmán tér,2
Kovács Imre utca,2
Kovács István utca,1
Kovácsi út,7
Kovácsi utca,5
Kovács Jakab utca,3
Kovács János utca,1
Kovács J. Gyula sétány,1
Kovács József utca,2
Kovács Károly tér,1
Kovács kert,1
Kovács köz,11
Kovács Lajos utca,1
Kovács László utca,4
Kovács Magdolna utca,1
Kovács Margit utca,3
Kovács Máté utca,1
Kovács Mátyás utca,1
Kovács Mihály utca,1
Kovácsműhely út,1
Kovács Pál tér,1
Kovács Pál utca,1
Kovács Sándor utca,1
Kovácsszer,22
Kovácstanya,1
Kovács tanya,2
Kovács udvar,1
Kovács út,1
Kovács utca,30
Kovácsvölgye utca,2
Kővágó dűlő,1
Kővágóéri-csatorna dűlő,1
Kővágóörsi utca,3
Kővágó tér,3
Kővágó út,3
Kővágó utca,11
Kovakő utca,1
Kovalik utca,1
Kóvári út,8
Kővári út,5
Kővári utca,1
Kővárosi út,1
Kővár út,2
Kovásznai út,1
Kovászna utca,4
Kovász utca,1
Kováts Ferenc utca,1
Kováts Károly utca,1
Kova utca,1
Kövecses-hegyi körséta a Teréz-kilátóhoz,1
Kövecses utca,6
Kövér György utca,1
Kövér Lajos köz,1
Kövér Lajos tér,4
Kövér Lajos utca,3
Kövérszőlő utca,1
Kövesalja utca,5
Köves András utca,1
Kövesbérci utca,2
Kövesdi út,1
Kövesdi utca,6
Kövesdombi utca,2
Kövesdomb utca,1
Kövesd utca,1
Köves-földi út,3
Kövesföld utca,1
Köveshegy utca,2
Köves János utca,3
Köves köz,3
Kövesmezői út,10
Kövespatak utca,1
Köves sor,1
Köves tér,1
Kövestéri nagyút,1
Köves út,24
Köves utca,20
Kövező utca,4
Kövicses utca,2
Kövidinka dűlő,2
Kövidinka sor,4
Kövidinka út,4
Kövidinka utca,11
Kövi Miklós utca,1
Kővirág sor,11
Kővirág utca,17
Kövirigó utca,1
Kövirózsa tanösvény,1
Kövirózsa utca,13
Kővölgy utca,1
Kövy Sándor utca,3
Köz,4
Kozák Imre utca,1
Kozák tér,4
Kozáromi út,1
Kozár utca,1
közbenső feladóállomás kezelővágány,3
Közdomb III. sor,1
Közdomb II. sor,1
Közdomb I. sor,1
Közdomb IV. sor,1
Közdomb utca,3
Közdomb VI. sor,1
Közdomb V. sor,2
Köz dűlő,1
Közdűlő út,10
Közelszőlő sétány,3
Középadacs tanya,1
Közép Burgundia,2
Középcsábor tanya,9
Középdeindol-hegyhát út,1
Középdeindoli út,2
Középdeindol köz,1
Közép dűlő,3
Középdűlő út,2
Középdűlő utca,2
Közép fasor,6
Középgyükési út,1
Középhalom dűlő,1
Középhát utca,1
Közép-hegy dűlő,1
Középhegyi út,3
Középhegyi utca,3
Középhegy utca,6
Közép Homokerdő,1
Közép-kapu utca,3
Középkert utca,1
Közép kikötő sor,4
Közép köz,1
Középlaki utca,1
Középmajor utca,1
Középmakár dűlő,2
Középmál köz,1
Középpeszér tanya,5
Középruzsin dűlő,1
Középruzsin utca,1
Középső dűlő,1
Középső Dunapart,2
Középső Homoki utca,3
Középsőipartelep tanya,1
Középsőkertek utca,1
Középső Öreghegy dűlő,1
Középsőóvári utca,1
Közép sor,1
Középső sor,1
Középső út,5
Középső utca,4
Középszenttamás dűlő,1
Középszer utca,2
Középszikla sor,2
Közép telek,1
Középtemető utca,2
Közép út,13
Közép utca,16
Kőzet utca,1
Közgazdász utca,1
Közkapu utca,3
Közkút utca,1
Közlegelő utca,2
Közlekedés elől lezárva!,1
Kozma Andor utca,1
Kozma dűlő,2
Kozma Ferenc utca,10
Kozma István utca,1
Kozmáry utca,1
Kozma Sándor tér,1
Kozma út,2
Kozma utca,11
Kozmavölgyi út,1
Kozmosz sétány,1
Közműhelytelep utca,8
Közmű utca,1
Közös köz,1
Közös út,1
Központi major,2
Központi telep,3
Központi út,7
Központ utca,2
Közraktár utca,42
Községháza köz,1
Községháza utca,4
Községház utca,7
Községi utca,1
Községkert sétány,4
Községmajor utca,1
Községporta,1
Köztársaság köz,3
Köztársaság tér,88
Köztársaság út,83
Köztársaság utca,229
Köztársaság útja,49
Köztelek utca,4
Köztemető utca,5
Köz tér,3
Köztér utca,1
Köztes utca,2
Köz utca,1
Kőzúzó köz,2
Kőzúzó utca,1
Közvágóhíd tér,2
Közvágóhíd utca,5
Kpm lakótelep,1
K+R,1
Kracker János utca,1
Kracker udvar,9
Krajcár utca,7
Krak-éri felüljáró,2
Krakkó köz,1
Krakkó utca,1
Kralovánszky András utca,1
Krammer Teréz utca,1
Kraszna-híd,1
Krasznahorkai utca,1
Krasznahorka utca,1
Krasznai köz,3
Krasznai utca,1
Kraszna köz,1
Kraszna utca,9
Krasznay Péter utca,1
Kráter utca,1
Krátka telep utca,1
Krátky István utca,1
Kratyina-dűlő,1
Kraul Antal utca,1
Krautland utca,2
Krecsányi utca,1
Krekács dűlő,2
Krenedits Sándor utca,4
Krénusz János utca,1
Krepuska Géza sétány,3
Kresz Géza utca,1
Kresz körút,1
Kresznerics utca,1
Kresz pálya,1
KRESZ park,2
Kréta köz,1
Kréta utca,2
Kreutzer Balázs köz,1
Kreutz Róbert utca,2
Kreuzweg,1
Krieger Sámuel utca,1
Krími hársfasor,1
kriptasor,1
Kripta út,1
Kripton utca,1
Kristály köz,2
Kristály tér,2
Kristály út,2
Kristály utca,9
Kristóffy György utca,1
Kristóf tér,2
Kristó Nagy István utca,1
Kriston Endre utca,1
Kriston köz,1
Krisztián köz,1
Krisztina körút,77
Krisztina köz,2
Krisztina tanya,1
Krisztina tér,17
Krisztina út,6
Krisztina utca,6
Krivácsy József utca,2
Kriván utca,2
Kriványi utca,2
Kriza János utca,3
Krizantém dűlő,1
Krizantém út,1
Krizantém utca,7
Krókusz utca,3
Krónikás utca,2
Kronvald Tamás utca,1
Krosszpálya,1
Krplivnik / Domaföld,1
Krucsay Márton utca,2
Krúdy dűlő,1
Krúdy Gyula köz,6
Krúdy Gyula sor,2
Krúdy Gyula út,5
Krúdy Gyula utca,62
Krúdy kert,1
Krúdy köz,3
Krudy park,3
Krúdy sétány,2
Krúdy udvar,1
Krúdy utca,4
Krumpliföldek,1
Kruspér István utca,1
Kruspér utca,1
K-Sped körút,9
Kubicza Mihály utca,1
Kubik dűlő,1
Kubikos utca,6
Kubikus park,1
Kubik utca,7
Kubinszky utca,1
Kubinyi Ágoston út,1
Kubinyi Imre utca,2
Kubinyi Kálmán utca,1
Kuciki út,2
Kuckóhegyi köz,1
Kuckóhegyi utca,2
Kucorgó tér,1
Kucorgó utca,1
Kucori utca,1
Kucsera Ferenc utca,2
Kucsera Zoltán út,1
Kucsi utca,2
Kucsma utca,3
Kuczkó dűlő,1
Kües utca,3
Kuhajda dűlő,1
Kühne Ede tér,4
Kühne Ede utca,1
Kujkó utca,1
Kükereszti utca,2
Kukolla utca,1
Kukorica dűlő,2
Kukorica köz,5
Kukoricás utca,8
Kukorica út,1
Kukorica utca,8
Kukovetz Nana utca,5
Kuksós utca,1
Kukukkhegy utca,1
Küküllői utca,2
Kukulló utca,1
Küküllő utca,14
Küküllővári köz,1
Kulacs út,1
Kulacs utca,12
Kula tér,1
Kulcsár Fábián köz,1
Kulcsár István utca,3
Kulcsár utca,2
Külcsere utca,1
Kulcsi köz,1
Kulcsi út,1
Kulcsi utca,2
Kulcsod utca,1
Kulcs utca,7
Kulich Gyula utca,1
Kulich utca,1
Kullai köz,3
(kullantós),1
Küllői utca,2
Küllő utca,1
Kulpa utca,1
Külsikátor,1
Külső Alkotmány utca,1
Külső Árpád út,2
Külső Bácsai út,3
Külső Balmazújvárosi út,6
Külső Bánomi út,4
Külső Bécsi út,8
Külső Bölcske utca,1
Külső Böszörményi út,5
Külső Budai út,2
Külsőcsabai út,3
Külső-Csáfordi utca,1
Külső-Debreceni utca,1
Külső Diószegi út,1
Külső Dorogi utca,1
Külső-Dorogi utca,1
Külsőfokpart út,1
Külső földsánc,1
Külső Fonyódi út,2
Külső Fóti út,10
Külső Gyáli út,1
Külső Győri út,6
Külső Hadházi utca,1
Külsőhegyi körút,1
Külsőhegyi út,5
Külső Imre utca,1
Külső Incső utca,3
Külső Jászberényi út,2
Külső Kádártai út,1
Külső-Kádártai út,13
Külső Kassai út,8
Külső Kátai út,6
Külső Kéri utca,1
Külső kertek köze,2
Külső Kertsor utca,2
Külső Kórház utca,6
Külső Kőrösi út,6
Külső körút,1
Külső Lehel utca,1
Külső Létai köz,1
Külső Létai út,4
Külső Mester utca,2
Külső Monostorpályi út,1
Külső Mű út,6
Külső Nadrágos kert,1
Külső Nánási utca,2
Külső Nyulas utca,1
Külsőpelyhespart utca,1
Külső Petőfi utca,1
Külső Pozsonyi út,1
Külső Pozsonyi utca,3
Külső Ráckevei út,1
Külső Rádi út,12
Külső Rákóczi út,2
Külső Rákóczi utca,1
Külső raktár körút,4
Külsőréti dűlő,1
Külső Római út,2
Külsősági út,2
Külső Sági út,1
Külső Sámsoni út,11
Külsősápi tanyák,1
Külső sor,2
Külsősor utca,3
Külső-Szegedi út,5
Külsőszékes utca,2
Külső Szilágyi út,38
Külső Szoboszlói út,28
Külső tanya,2
Külső Téglaház utca,1
Külsőtokaj utca,1
Külső ugar dűlő,1
Külső Újfehértói utca,1
Külső Újvárosi utca,4
Külső út,2
Külső utca,8
Külső Vámospércsi út,12
Külsővásártér,23
Külső Vasút sor,1
Külső Vasút utca,5
Külső Veszprémi út,8
Külső Vörösmarty utca,2
Külső Zanati út,10
Külső-Zanati utca,1
Külső Zsidi út,13
Kültelek,5
Kültelek tanya,1
Kültelek utca,11
Külterület,3
Külterület dűlő,2
Kultúrház út,1
Kulturház utca,1
Kultúrház utca,4
Kultúr köz,7
Kultúr utca,1
Kuluk köz,2
Külüs köz,1
Külü utca,1
Kűmelli út,2
Kümell köz,1
Kümell utca,1
Kumpf Antal utca,2
Kuna József utca,1
Kunbábony tanya,12
Kunbajai út,1
Kun Béla köz,1
Kun Béla utca,4
Kunc Adolf utca,3
Kundombi utca,1
Kund Pál utca,2
Kund utca,7
Kund vezér utca,1
Kun Erzsébet királyné útja,1
Kun Farkas tér,1
Kun Farkas út,1
Kunffy Lajos utca,1
Kunfi utca,1
Kunfi Zsigmond utca,1
Kungát utca,1
Kunhalmi utca,1
Kunhalom tanya,1
Kunhalom utca,10
Kunhegyesi út,6
Kunhegyes utca,2
Kunigunda útja,11
Kun Imre utca,1
Kun József utca,2
Kun kapitány utca,1
Kunkavics bejárat,1
Kunkori köz,1
Kun köz,1
Kun László utca,6
Kunleány köz,1
Kunleány utca,3
Kunmadarasi út,2
Kunmajor utca,1
Kunos Endre utca,2
Kunos Ignácz utca,1
Kun Pál dűlő,2
Kunpuszta,1
Kunpuszta tanya,1
Kunság dűlő,2
Kunsági Éden út,1
Kunsági utca,2
Kunszentmártoni út,4
Kunszentmiklósi út,4
Kunszentmiklósi út egykori nyomvonala,1
Kunszigeti út,23
Kunszt József utca,2
Kun tanya,1
Kun tér,1
Kunt Ernő utca,1
Kun út,4
Kun utca,48
Kuny Domokos utca,1
Kunyhó utca,3
Kupa Árpád utca,1
Kupai dűlő,1
Kupás dűlő,1
Kupa utca,10
Kupa vezér utca,8
Kupa vezér útja,2
Kupeczky János utca,1
Kupeczky utca,1
Kurázs dűlő,4
Kurázs-dűlő,1
Kurázsi Egyenes út,1
Kurázsi főút,1
Kurázsi III út,1
Kurázsi II út,1
Kurázsi I út,1
Kurázs utca,3
Kurca-parti kerékpárút,1
Kurca-parti tanösvény,1
Kurca sétány,1
Kurca sor,2
Kurca utca,1
Kurcsatov utca,4
Kurcz György utca,3
Kurcz Rudolf utca,1
Kurgyó utca,1
Kúria tér,1
Kúria út,5
Kúria utca,2
Kurjancs dűlő,1
Kurjantó utca,2
Kurkuma köz,1
Kuróczy Pál utca,1
Kurszán utca,1
Kurtakert,2
Kurtakerti utca,1
Kurta köz,4
Kurta sor,5
Kurta utca,13
Kürtgyarmat utca,3
Kűrtgyarmat utca,1
Kürti Antal dűlő,1
Kürti dűlő,1
Kürti út,1
Kürt köz,1
Kürtöspuszta,2
Kürtös utca,5
Kürtő utca,1
Kürt utca,38
Kurucdomb sor,3
Kuruc-hegy utca,1
Kuruckereszt-telep,2
Kuruc körút,18
Kuruc-körút tanösvény,13
Kuruc köz,3
Kuruclesi út,9
Kuruclesi utca,1
Kurucok útja,1
Kuruc utca,42
Kuruc vitézek tere,5
Kurucvölgyi út,1
Kurucz János utca,1
Kurucz köz,2
Kurucz tér,8
Kurucz út,1
Kurucz utca,11
Kurucz Zsuzsanna utca,1
Kürü sor,1
Küry Albert utca,2
Küry Klára utca,1
Kurzwinkelweg,1
Kusché Ernő utca,1
Kustár utca,1
Küszhegyi köz,1
Küszhegyi út,2
Kusztusi utca,2
Küsz utca,2
Kútágasdűlő tanya,2
Kutas Bálint utca,4
Kutasi György utca,2
Kutasi út,5
Kutasi utca,2
Kutas köz,3
Kutas sor,4
Kutassy Ágoston utca,1
Kutató dűlő,1
Kutató köz,3
Kútberki dűlő,1
Kútdomb utca,6
Kút dűlő,1
Kútfej utca,1
Kútföldi utca,2
Kútföle,1
Kútfő utca,4
Kútfúró-dűlő,2
Kútfúró-dűlű,1
Kuthen király utca,2
Kuthen utca,3
Kuthen vezér utca,2
Kuti András utca,1
Kuti kertek utca,1
Kuti köz,1
Kutilapi utca,1
Kutirét utca,2
Kút köz,3
Kutlapos utca,1
Kútösvény utca,1
Kútpadka dűlő,2
Kútra dűlő,1
Kútsor út,2
Kútszerhegyi út,1
Kút tér,1
Kuttyogtató út,1
Kút utca,56
Kút-völgy,1
Kútvölgy dűlő,7
Kútvölgyi dűlő,1
Kútvölgyi lejtő,3
Kútvölgyi út,23
Kútvölgyi utca,3
Kutyahegy,1
Kutyahegyi út,1
Kutyák elől erre,1
Kutyás dűlő,2
Kutya sétáltató,1
Kutyás köz,1
Kutyaszorító,2
Kutyavári utca,4
Kutyor,1
Kutyor völgy,1
Kuvasz utca,2
Kuvik köz,1
Kuvik utca,3
Kuvik zug,1
Küzdelem utca,1
Kuzsinszky Bálint utca,1
Kuzsinszky utca,1
Kvarc utca,4
Kvassay híd,2
Kvassay Jenő út,20
Kvassay sétány,6
Kvassay zsilip,2
Kvasz András utca,4
Labanc köz,1
Labanc út,6
Labanc utca,1
Lábassy utca,2
Lábas utca,1
Labát dűlő,1
Labdarózsa út,2
Labdarózsa utca,8
Labdarúgók utca,1
Labdarúgó utca,6
Labda utca,5
Labdaverő utca,1
Labirintus,1
Laboda utca,1
Laboráns utca,2
Laborc árok,6
Laborc köz,3
Laborc utca,5
Laborfalvi Róza utca,4
Laborfalvi utca,1
Laborfalvy Róza köz,1
Labor út,1
Labrador köz,1
Labrador utca,1
Lacházi út,5
Lachner György utca,1
Laciszeri utca,1
Lackner Kristóf utca,50
Láczay Szabó László utca,1
Laczfi Nádor utca,1
Laczfy köz,1
Laczka János utca,1
Laczkó köz,1
Laczkovich utca,5
Laczkovics utca,1
Ladánybánya telep,1
Ladánybenei út,3
Ladánydűlő,1
Ladányi dűlő,1
Ladányi Mihály utca,1
Ladányi út,6
Ladányi utca,5
Ladányvölgy,2
Ladháza utca,1
Ladi János utca,1
Ladik köz,4
Ladikos dűlő,1
Ladikos köz,1
Ladik utca,28
Láditelepi út,2
Ládi utca,1
Ladomány,2
Lados utca,1
Ladvánszky utca,4
Laffert utca,1
Lagúna sétány,1
Lagúna utca,1
Lágyas utca,1
Lágymányosi utca,6
Lagzi utca,1
Lahner György köz,1
Lahner György utca,13
Láhner György utca,2
Lahner utca,6
Láhner utca,3
Lahóca utca,2
Lahti utca,5
Lájer Dezső utca,1
Lajka köz,1
Lajkó köz,2
Lajos Árpád utca,2
Lajosházapuszta,1
Lajosház köz,1
Lajosház utca,1
Lajos király körút,3
Lajos király utca,1
Lajos körút,1
Lajos köz,4
Lajosmizse utca,1
Lajos sor,3
Lajos tér,1
Lajos utca,41
Lajosváros utca,1
Lajta Béla utca,1
Lajta köz,4
Lajta László utca,1
Lajtaszentgyörgyi utca,1
Lajta szer,4
Lajta út,6
Lajta utca,18
Lajtha László utca,1
Lajtoskerti utca,1
Lajtos utca,1
Lajvér,3
Lajvér utca,4
Lakatgyár utca,1
Lakath János utca,1
Lakatosbokor,1
Lakatos Judit utca,1
Lakatos köz,2
Lakatos Lajos utca,1
Lakatos Péter utca,1
Lakatos út,4
Lakatos utca,26
Lakatos Vince utca,1
Lakat utca,3
Lakfalvi utca,1
Laki Bennó utca,1
Laki dűlő,2
Laki Kálmán utca,1
Lakitelek utca,4
Laki utca,4
Lak köz,1
Lakkozó utca,5
Lakos Dr. utca,2
Lakos Gusztáv utca,1
Lakos János utca,2
Lakoss dűlő,1
Lakótelep,9
Lakótelep utca,1
lakóút,1
Lakó utca,1
Laktanya köz,7
Laktanya tér,6
Laktanya út,2
Laktanya utca,47
Laky Adolf utca,9
Laky Demeter köz,1
Laky Demeter utca,1
Laky Döme utca,2
Laky dűlő,2
Laky köz,1
Lalka utca,2
Láma utca,1
Lámpagyár utca,3
Lámpás utca,6
Lámpás-völgy,2
Lámpásvölgyi út,5
Lámpa utca,2
Lampérth Géza utca,2
Lam út,1
Láncfű utca,3
Láncház utca,1
Lánchíd köz,1
Lánchíd utca,10
Lánci dűlő,1
Lánci köz,1
Lánci zsilip,1
Láncos Kornél utca,2
Lancsics Bonifác utca,1
láncszaggató,1
Láncszaggató,1
Láncszem utca,1
Lánc utca,23
Lánczi utca,3
Lánczos Kornél utca,1
Lánczy Lajos utca,1
Landerer Lajos utca,1
Landesmann utca,1
Landler Jenő utca,4
Landler tér,1
Landorhegyi út,4
Landstrasserweg,1
Lándzsa tér,2
Lándzsa utca,6
Láng dűlő,1
Láng Endre utca,1
Lángi dűlő,1
Lángi köz,1
Láng Imre utca,1
Langleitngrabenweg,1
Langlet Waldemár utca,1
Lángliliom utca,2
Láng utca,4
Lángvirág utca,1
Lánkapuszta,1
Lankás köz,1
Lankás út,1
Lankás utca,8
Lanka utca,6
Lánka utca,1
Lankócpuszta,3
Lantos Mihály köz,1
Lantos utca,3
Lant utca,10
Lányi Antal utca,2
Lányi Béla utca,1
Lányi Ernő utca,1
Lányi Sándor utca,1
Lanyi utca,1
Lányvári utca,1
Lánzséri út,6
Lapály köz,1
Lapályos utca,2
Lapály út,2
Lapály utca,11
Lápastó dűlő,2
Lapatári út,3
Lapátos utca,1
Lapát utca,1
Lapiföldek dűlő,1
Lapisi út,1
Lapisi utca,1
Lapocka dűlő,2
Laposa Dániel utca,2
Lapos dűlő,3
Laposi földek tanya,1
Laposi kertek 1. kapu,1
Laposi kertek 2. kapu,1
Laposi kertek 3. kapu,1
Laposi kertek 4. kapu,1
Laposi kertek 5. kapu,1
Laposi kertek 6. kapu,1
Laposi kertek 7. kapu,1
Laposi kertek 8. kapu,1
Laposi kertek 9. kapu,1
Laposikert utca,1
Laposi szőlő,1
Laposi tér,1
Laposi út,1
Laposi utca,1
Lapos köz,1
Laposkúti út,1
Laposrét tanya,3
Laposrét utca,1
Lapostelki utca,3
Lapos utca,6
Lápos utca,1
Lápotai út,1
Lappantyú utca,2
Lápréti út,1
Lapszer,3
Lapu köz,1
Láp utca,6
Lapu utca,2
Lara utca,1
Laska utca,6
Laskó út,5
Laskó utca,3
Lassú utca,1
Las-Torres Béla utca,1
Las Torres utca,1
Lászlócsere dűlő,3
László dűlő,1
Lászlófalva utca,1
László Gergely utca,1
László Gyula utca,1
László Károly utca,6
Lászlókert út,1
László király utca,14
László köz,1
László major,2
László Miklós utca,1
Lászlótanya,3
László utca,45
Lászlóvölgy utca,1
Latabár Endre utca,2
Latabár Kálmán utca,3
Latabár sor,2
Latabár tér,1
Latabár utca,1
Latex utca,1
Latinka köz,1
Latinka Sándor utca,3
Latinka utca,1
Latinovits Zoltán utca,3
Latkóczi Lajos utca,1
Látófa utca,2
látogatók részére,1
Látóhegyi út,19
Látóhegy köz,1
Látóhegy utca,4
Látókép utca,1
Latorca utca,8
Latorvölgy,2
Laubsteig,1
Lauday János utca,2
Laudenbach-tér,1
Laufenauer utca,2
Laufer dűlő,5
Laura út,6
Laura utca,2
Láva köz,2
Láva utca,1
Lavotta János utca,6
Lavotta utca,11
Laxenburg sétány,3
Lazac utca,2
Lázár cár tér,2
Lázár deák utca,2
Lázár Ervin utca,1
Lazaret utca,4
Lázárfalvi köz,1
Lázár Gyula utca,1
Lazarine utca,1
Lázár Jenő utca,2
Lázár Károly utca,1
Lázár-köz,1
Lázár út,2
Lázár utca,29
Lázár Vilmos utca,38
Lázhegy utca,1
Lázi utca,2
Lazsnak utca,1
Leadó köz,1
Leadó utca,2
Leander köz,2
Leander sétány,2
Leander utca,9
Leánder utca,3
Leányfalu utca,3
Leányka dűlő,2
Leányka köz,1
Leányka út,1
Leányka utca,41
Leányka utcai felüljáró,4
Leánykökörcsin utca,1
Leányszállás köz,2
Leány utca,1
Leányvári utca,1
Leányvár út,1
Leányvár utca,2
Lea utca,1
Lébény–Mosonszentmiklós kerékpárút,1
Lebő dűlő,1
Lebstück Mária utca,6
Léc dűlő,2
Lécfalvi köz,1
Lechman kapitány utca,1
Lechner György utca,1
Lechner Ödön fasor,9
Lechner Ödön sétány,2
Lechner Ödön utca,4
Lechner tér,4
Lecke utca,2
Lécsi sor,2
Léc utca,1
Léda utca,5
Lédeci utca,1
Ledina dűlő,2
Ledina út,1
Lees allée,5
Leffler Sámuel utca,2
Legányi Dezső utca,1
Legányi Ferenc utca,2
Legányi utca,1
Legány Ödön utca,1
Legátus utca,1
Légcsavar utca,1
Legelő,4
Legelődombi út,5
Legelő dűlő,1
Legelő kertsor,1
Legelő köz,4
Legelő sor,4
Legelőszél utca,1
Legelő utca,13
Legenda köz,1
Legenda utca,3
Legénybíró utca,2
Legényes utca,1
Legény Pál utca,5
Legényrózsa utca,2
Legénysor utca,2
Legény út,1
Legény utca,4
Légimentő utca,11
Légió utca,2
Lego utca,1
Légrádi út,1
Légszeszgyár utca,4
Légszesz utca,2
Legyezőfű köz,1
Legyezőfű utca,1
Legyező utca,5
Légykapó utca,1
Lehár Ferenc köz,1
Lehár Ferenc utca,28
Lehel köz,15
Lehel sor,1
Lehel tér,17
Lehel út,23
Lehel utca,255
Lehel vezér tér,5
Lehel vezér út,3
Lehel vezér utca,8
Lehet utca,1
Léhi utca,1
Lehmann Gottfried utca,1
Lehőtz József utca,1
Leibstück Mária utca,1
Leier ipari út,4
Leier u.,1
Leier vasúti rakodó,1
Leiningen Károly utca,13
Leiningen út,1
Leiningen utca,13
Leiningen-Westerburg Károly köz,1
Leiningen-Westerburg Károly utca,1
Leiningen-W. Károly köz,1
Lejáró köz,1
Lejáró utca,1
Lejtő dűlő,1
Lejtő köz,5
Lejtő lépcső,2
Lejtő sétány,1
Lejtős köz,4
